TransactionID,CustomerName,Date,Items,Original_Items,Cleaned_Items,Sorted_Items,cleaned_items
105,Travis Stevens,2025-05-04,"Shampoo,Chicken,Rice,Onions,Oranges,Juice,Cheese","['Shampoo', 'Chicken', 'Rice', 'Onions', 'Oranges', 'Juice', 'Cheese']","['shampoo', 'chicken', 'rice', 'onions', 'oranges', 'juice', 'cheese']","['cheese', 'chicken', 'juice', 'onions', 'oranges', 'rice', 'shampoo']",cheese; chicken; juice; onions; oranges; rice; shampoo
106,Kimberly Hall,2025-01-14,"Potatoes,Soap,Apples,Tomatoes","['Potatoes', 'Soap', 'Apples', 'Tomatoes']","['potatoes', 'soap', 'apples', 'tomatoes']","['apples', 'potatoes', 'soap', 'tomatoes']",apples; potatoes; soap; tomatoes
107,Mark Velazquez,2025-09-19,"Sugar,Toothpaste,Flour,Butter","['Sugar', 'Toothpaste', 'Flour', 'Butter']","['sugar', 'toothpaste', 'flour', 'butter']","['butter', 'flour', 'sugar', 'toothpaste']",butter; flour; sugar; toothpaste
108,Patrick Ruiz,2025-05-11,"Tea,Oranges,Sugar,Bananas,Cereal","['Tea', 'Oranges', 'Sugar', 'Bananas', 'Cereal']","['tea', 'oranges', 'sugar', 'bananas', 'cereal']","['bananas', 'cereal', 'oranges', 'sugar', 'tea']",bananas; cereal; oranges; sugar; tea
109,Thomas Ellis,2024-11-24,"Oranges,Soap,Coffee,Onions,Tomatoes,Eggs,Milk","['Oranges', 'Soap', 'Coffee', 'Onions', 'Tomatoes', 'Eggs', 'Milk']","['oranges', 'soap', 'coffee', 'onions', 'tomatoes', 'eggs', 'milk']","['coffee', 'eggs', 'milk', 'onions', 'oranges', 'soap', 'tomatoes']",coffee; eggs; milk; onions; oranges; soap; tomatoes
110,Debra Gross,2025-10-21,"Grapes,Fish,Beef,Soap","['Grapes', 'Fish', 'Beef', 'Soap']","['grapes', 'fish', 'beef', 'soap']","['beef', 'fish', 'grapes', 'soap']",beef; fish; grapes; soap
111,Justin Carter,2025-01-29,"Oil,Juice","['Oil', 'Juice']","['oil', 'juice']","['juice', 'oil']",juice; oil
112,Jesse Reyes,2025-05-22,"Fish,Tomatoes,Potatoes","['Fish', 'Tomatoes', 'Potatoes']","['fish', 'tomatoes', 'potatoes']","['fish', 'potatoes', 'tomatoes']",fish; potatoes; tomatoes
113,Krystal Giles,2024-12-31,"Oil,Bread,Cereal,Butter,Milk","['Oil', 'Bread', 'Cereal', 'Butter', 'Milk']","['oil', 'bread', 'cereal', 'butter', 'milk']","['bread', 'butter', 'cereal', 'milk', 'oil']",bread; butter; cereal; milk; oil
114,Melanie Holmes,2025-04-22,"Potatoes,Beef","['Potatoes', 'Beef']","['potatoes', 'beef']","['beef', 'potatoes']",beef; potatoes
115,Travis Harris,2025-04-19,"Grapes,Tomatoes,Juice,Chicken","['Grapes', 'Tomatoes', 'Juice', 'Chicken']","['grapes', 'tomatoes', 'juice', 'chicken']","['chicken', 'grapes', 'juice', 'tomatoes']",chicken; grapes; juice; tomatoes
116,Katrina Johnson,2024-12-17,"Flour,Juice,Potatoes","['Flour', 'Juice', 'Potatoes']","['flour', 'juice', 'potatoes']","['flour', 'juice', 'potatoes']",flour; juice; potatoes
117,Michael Brown,2025-10-27,"Coffee,Apples,Salt,Carrots","['Coffee', 'Apples', 'Salt', 'Carrots']","['coffee', 'apples', 'salt', 'carrots']","['apples', 'carrots', 'coffee', 'salt']",apples; carrots; coffee; salt
118,Jason Knight,2024-11-29,"Shampoo,Carrots,Butter,Oil,Bananas","['Shampoo', 'Carrots', 'Butter', 'Oil', 'Bananas']","['shampoo', 'carrots', 'butter', 'oil', 'bananas']","['bananas', 'butter', 'carrots', 'oil', 'shampoo']",bananas; butter; carrots; oil; shampoo
119,Robert Thompson,2025-10-14,"Tea,Chicken,Apples,Rice","['Tea', 'Chicken', 'Apples', 'Rice']","['tea', 'chicken', 'apples', 'rice']","['apples', 'chicken', 'rice', 'tea']",apples; chicken; rice; tea
120,Kristina Williams,2024-11-28,"Potatoes,Carrots,Tea,Cereal,Shampoo","['Potatoes', 'Carrots', 'Tea', 'Cereal', 'Shampoo']","['potatoes', 'carrots', 'tea', 'cereal', 'shampoo']","['carrots', 'cereal', 'potatoes', 'shampoo', 'tea']",carrots; cereal; potatoes; shampoo; tea
121,Emily Brown,2024-12-20,"Yogurt,Salt,Tea,Chicken,Sugar,Butter","['Yogurt', 'Salt', 'Tea', 'Chicken', 'Sugar', 'Butter']","['yogurt', 'salt', 'tea', 'chicken', 'sugar', 'butter']","['butter', 'chicken', 'salt', 'sugar', 'tea', 'yogurt']",butter; chicken; salt; sugar; tea; yogurt
122,Kathleen Adams,2024-12-13,"Butter,Coffee,Chicken,Eggs,Beef","['Butter', 'Coffee', 'Chicken', 'Eggs', 'Beef']","['butter', 'coffee', 'chicken', 'eggs', 'beef']","['beef', 'butter', 'chicken', 'coffee', 'eggs']",beef; butter; chicken; coffee; eggs
123,Michael Morrow,2025-04-25,"Onions,Beef,Milk,Sugar,Bread,Bananas,Toothpaste","['Onions', 'Beef', 'Milk', 'Sugar', 'Bread', 'Bananas', 'Toothpaste']","['onions', 'beef', 'milk', 'sugar', 'bread', 'bananas', 'toothpaste']","['bananas', 'beef', 'bread', 'milk', 'onions', 'sugar', 'toothpaste']",bananas; beef; bread; milk; onions; sugar; toothpaste
124,Veronica Schwartz,2025-08-19,"Cereal,Chicken,Potatoes,Flour,Carrots,Sugar,Bread","['Cereal', 'Chicken', 'Potatoes', 'Flour', 'Carrots', 'Sugar', 'Bread']","['cereal', 'chicken', 'potatoes', 'flour', 'carrots', 'sugar', 'bread']","['bread', 'carrots', 'cereal', 'chicken', 'flour', 'potatoes', 'sugar']",bread; carrots; cereal; chicken; flour; potatoes; sugar
125,Amber Rollins,2025-07-18,"Apples,Beef,Coffee","['Apples', 'Beef', 'Coffee']","['apples', 'beef', 'coffee']","['apples', 'beef', 'coffee']",apples; beef; coffee
126,Jennifer Palmer,2025-09-21,"Butter,Milk,Beef","['Butter', 'Milk', 'Beef']","['butter', 'milk', 'beef']","['beef', 'butter', 'milk']",beef; butter; milk
127,Laura Knight,2025-05-09,"Toothpaste,Grapes,Beef","['Toothpaste', 'Grapes', 'Beef']","['toothpaste', 'grapes', 'beef']","['beef', 'grapes', 'toothpaste']",beef; grapes; toothpaste
128,Kevin Brown,2025-01-15,"Juice,Tea,Sugar,Grapes","['Juice', 'Tea', 'Sugar', 'Grapes']","['juice', 'tea', 'sugar', 'grapes']","['grapes', 'juice', 'sugar', 'tea']",grapes; juice; sugar; tea
129,Renee Hale,2024-12-31,"Cereal,Tomatoes,Coffee,Flour","['Cereal', 'Tomatoes', 'Coffee', 'Flour']","['cereal', 'tomatoes', 'coffee', 'flour']","['cereal', 'coffee', 'flour', 'tomatoes']",cereal; coffee; flour; tomatoes
130,Carolyn Black,2025-10-20,"Toothpaste,Soap,Oil,Apples,Fish,Cheese,Salt","['Toothpaste', 'Soap', 'Oil', 'Apples', 'Fish', 'Cheese', 'Salt']","['toothpaste', 'soap', 'oil', 'apples', 'fish', 'cheese', 'salt']","['apples', 'cheese', 'fish', 'oil', 'salt', 'soap', 'toothpaste']",apples; cheese; fish; oil; salt; soap; toothpaste
131,James Rodriguez,2025-05-07,"Pasta,Bananas,Juice,Cereal,Bread,Cheese,Beef","['Pasta', 'Bananas', 'Juice', 'Cereal', 'Bread', 'Cheese', 'Beef']","['pasta', 'bananas', 'juice', 'cereal', 'bread', 'cheese', 'beef']","['bananas', 'beef', 'bread', 'cereal', 'cheese', 'juice', 'pasta']",bananas; beef; bread; cereal; cheese; juice; pasta
132,Cynthia Harrell,2025-04-08,"Carrots,Oranges","['Carrots', 'Oranges']","['carrots', 'oranges']","['carrots', 'oranges']",carrots; oranges
133,John Boyd,2025-01-28,"Shampoo,Toothpaste,Apples,Salt,Butter,Grapes","['Shampoo', 'Toothpaste', 'Apples', 'Salt', 'Butter', 'Grapes']","['shampoo', 'toothpaste', 'apples', 'salt', 'butter', 'grapes']","['apples', 'butter', 'grapes', 'salt', 'shampoo', 'toothpaste']",apples; butter; grapes; salt; shampoo; toothpaste
134,Elizabeth Anderson,2025-01-08,"Cereal,Apples,Milk,Onions,Sugar","['Cereal', 'Apples', 'Milk', 'Onions', 'Sugar']","['cereal', 'apples', 'milk', 'onions', 'sugar']","['apples', 'cereal', 'milk', 'onions', 'sugar']",apples; cereal; milk; onions; sugar
135,Margaret Williams,2025-11-17,"Sugar,Coffee,Apples,Oil,Milk,Tea","['Sugar', 'Coffee', 'Apples', 'Oil', 'Milk', 'Tea']","['sugar', 'coffee', 'apples', 'oil', 'milk', 'tea']","['apples', 'coffee', 'milk', 'oil', 'sugar', 'tea']",apples; coffee; milk; oil; sugar; tea
136,Tristan Willis,2025-06-13,"Bread,Beef,Chicken,Milk","['Bread', 'Beef', 'Chicken', 'Milk']","['bread', 'beef', 'chicken', 'milk']","['beef', 'bread', 'chicken', 'milk']",beef; bread; chicken; milk
137,Christina Lee,2025-11-03,"Onions,Grapes,Apples,Shampoo,Chicken","['Onions', 'Grapes', 'Apples', 'Shampoo', 'Chicken']","['onions', 'grapes', 'apples', 'shampoo', 'chicken']","['apples', 'chicken', 'grapes', 'onions', 'shampoo']",apples; chicken; grapes; onions; shampoo
138,Carrie Brown,2025-04-11,"Flour,Apples","['Flour', 'Apples']","['flour', 'apples']","['apples', 'flour']",apples; flour
139,Mike Coleman,2025-08-01,"Salt,Grapes,Tomatoes,Pasta,Carrots","['Salt', 'Grapes', 'Tomatoes', 'Pasta', 'Carrots']","['salt', 'grapes', 'tomatoes', 'pasta', 'carrots']","['carrots', 'grapes', 'pasta', 'salt', 'tomatoes']",carrots; grapes; pasta; salt; tomatoes
140,Anna Stewart,2025-11-02,"Salt,Sugar","['Salt', 'Sugar']","['salt', 'sugar']","['salt', 'sugar']",salt; sugar
141,Jacqueline Matthews,2025-10-26,"Carrots,Salt,Eggs,Yogurt,Grapes,Bananas","['Carrots', 'Salt', 'Eggs', 'Yogurt', 'Grapes', 'Bananas']","['carrots', 'salt', 'eggs', 'yogurt', 'grapes', 'bananas']","['bananas', 'carrots', 'eggs', 'grapes', 'salt', 'yogurt']",bananas; carrots; eggs; grapes; salt; yogurt
142,Christina Baker,2025-03-20,"Fish,Bread,Butter,Tomatoes,Grapes,Milk","['Fish', 'Bread', 'Butter', 'Tomatoes', 'Grapes', 'Milk']","['fish', 'bread', 'butter', 'tomatoes', 'grapes', 'milk']","['bread', 'butter', 'fish', 'grapes', 'milk', 'tomatoes']",bread; butter; fish; grapes; milk; tomatoes
143,Jennifer Evans,2025-04-30,"Potatoes,Sugar,Butter,Rice,Beef,Oranges,Eggs","['Potatoes', 'Sugar', 'Butter', 'Rice', 'Beef', 'Oranges', 'Eggs']","['potatoes', 'sugar', 'butter', 'rice', 'beef', 'oranges', 'eggs']","['beef', 'butter', 'eggs', 'oranges', 'potatoes', 'rice', 'sugar']",beef; butter; eggs; oranges; potatoes; rice; sugar
144,Nicholas Lewis,2025-03-31,"Flour,Coffee,Juice,Grapes,Bread,Oil","['Flour', 'Coffee', 'Juice', 'Grapes', 'Bread', 'Oil']","['flour', 'coffee', 'juice', 'grapes', 'bread', 'oil']","['bread', 'coffee', 'flour', 'grapes', 'juice', 'oil']",bread; coffee; flour; grapes; juice; oil
145,Jeffrey Richardson,2025-01-30,"Milk,Toothpaste,Tomatoes","['Milk', 'Toothpaste', 'Tomatoes']","['milk', 'toothpaste', 'tomatoes']","['milk', 'tomatoes', 'toothpaste']",milk; tomatoes; toothpaste
146,Raymond Walsh,2025-04-15,"Yogurt,Chicken,Onions,Soap,Apples,Flour,Juice","['Yogurt', 'Chicken', 'Onions', 'Soap', 'Apples', 'Flour', 'Juice']","['yogurt', 'chicken', 'onions', 'soap', 'apples', 'flour', 'juice']","['apples', 'chicken', 'flour', 'juice', 'onions', 'soap', 'yogurt']",apples; chicken; flour; juice; onions; soap; yogurt
147,Sara Ponce,2025-09-14,"Coffee,Carrots,Cheese,Beef,Sugar,Juice,Milk","['Coffee', 'Carrots', 'Cheese', 'Beef', 'Sugar', 'Juice', 'Milk']","['coffee', 'carrots', 'cheese', 'beef', 'sugar', 'juice', 'milk']","['beef', 'carrots', 'cheese', 'coffee', 'juice', 'milk', 'sugar']",beef; carrots; cheese; coffee; juice; milk; sugar
148,Mr. Kenneth Rodriguez,2025-09-21,"Onions,Tea,Tomatoes","['Onions', 'Tea', 'Tomatoes']","['onions', 'tea', 'tomatoes']","['onions', 'tea', 'tomatoes']",onions; tea; tomatoes
149,Mr. Jonathan Gonzalez,2025-01-21,"Carrots,Apples,Onions,Bread,Beef,Coffee","['Carrots', 'Apples', 'Onions', 'Bread', 'Beef', 'Coffee']","['carrots', 'apples', 'onions', 'bread', 'beef', 'coffee']","['apples', 'beef', 'bread', 'carrots', 'coffee', 'onions']",apples; beef; bread; carrots; coffee; onions
150,Martin Daniel,2025-09-26,"Cereal,Eggs,Tomatoes,Shampoo,Pasta","['Cereal', 'Eggs', 'Tomatoes', 'Shampoo', 'Pasta']","['cereal', 'eggs', 'tomatoes', 'shampoo', 'pasta']","['cereal', 'eggs', 'pasta', 'shampoo', 'tomatoes']",cereal; eggs; pasta; shampoo; tomatoes
151,Julie Davis,2025-10-26,"Chicken,Flour","['Chicken', 'Flour']","['chicken', 'flour']","['chicken', 'flour']",chicken; flour
152,Michele Castro,2025-10-26,"Potatoes,Pasta,Juice,Onions","['Potatoes', 'Pasta', 'Juice', 'Onions']","['potatoes', 'pasta', 'juice', 'onions']","['juice', 'onions', 'pasta', 'potatoes']",juice; onions; pasta; potatoes
153,Tommy Hawkins,2025-10-27,"Sugar,Milk,Oil,Eggs,Coffee","['Sugar', 'Milk', 'Oil', 'Eggs', 'Coffee']","['sugar', 'milk', 'oil', 'eggs', 'coffee']","['coffee', 'eggs', 'milk', 'oil', 'sugar']",coffee; eggs; milk; oil; sugar
154,Lisa Lara,2025-03-28,"Tea,Onions","['Tea', 'Onions']","['tea', 'onions']","['onions', 'tea']",onions; tea
155,Haley Mills,2025-09-22,"Potatoes,Toothpaste,Salt,Tomatoes","['Potatoes', 'Toothpaste', 'Salt', 'Tomatoes']","['potatoes', 'toothpaste', 'salt', 'tomatoes']","['potatoes', 'salt', 'tomatoes', 'toothpaste']",potatoes; salt; tomatoes; toothpaste
156,Brianna Moore,2025-01-02,"Oranges,Butter,Yogurt,Eggs,Fish,Juice,Beef","['Oranges', 'Butter', 'Yogurt', 'Eggs', 'Fish', 'Juice', 'Beef']","['oranges', 'butter', 'yogurt', 'eggs', 'fish', 'juice', 'beef']","['beef', 'butter', 'eggs', 'fish', 'juice', 'oranges', 'yogurt']",beef; butter; eggs; fish; juice; oranges; yogurt
157,Terry Thomas,2025-04-22,"Coffee,Salt","['Coffee', 'Salt']","['coffee', 'salt']","['coffee', 'salt']",coffee; salt
158,Dr. Justin Wilkins,2025-06-26,"Flour,Toothpaste,Coffee,Rice","['Flour', 'Toothpaste', 'Coffee', 'Rice']","['flour', 'toothpaste', 'coffee', 'rice']","['coffee', 'flour', 'rice', 'toothpaste']",coffee; flour; rice; toothpaste
159,Dale Grant,2025-02-24,"Butter,Beef,Eggs","['Butter', 'Beef', 'Eggs']","['butter', 'beef', 'eggs']","['beef', 'butter', 'eggs']",beef; butter; eggs
160,Kyle Collins,2025-08-02,"Oil,Bread,Shampoo,Cheese,Salt","['Oil', 'Bread', 'Shampoo', 'Cheese', 'Salt']","['oil', 'bread', 'shampoo', 'cheese', 'salt']","['bread', 'cheese', 'oil', 'salt', 'shampoo']",bread; cheese; oil; salt; shampoo
161,Victoria Thompson,2025-09-13,"Toothpaste,Eggs,Cheese","['Toothpaste', 'Eggs', 'Cheese']","['toothpaste', 'eggs', 'cheese']","['cheese', 'eggs', 'toothpaste']",cheese; eggs; toothpaste
162,Morgan Lee,2025-06-06,"Bread,Tea,Carrots,Cheese,Juice","['Bread', 'Tea', 'Carrots', 'Cheese', 'Juice']","['bread', 'tea', 'carrots', 'cheese', 'juice']","['bread', 'carrots', 'cheese', 'juice', 'tea']",bread; carrots; cheese; juice; tea
163,George Spencer,2025-06-21,"Cereal,Butter,Yogurt,Salt","['Cereal', 'Butter', 'Yogurt', 'Salt']","['cereal', 'butter', 'yogurt', 'salt']","['butter', 'cereal', 'salt', 'yogurt']",butter; cereal; salt; yogurt
164,Jessica Lowe,2025-08-12,"Cereal,Toothpaste,Butter,Coffee,Tomatoes","['Cereal', 'Toothpaste', 'Butter', 'Coffee', 'Tomatoes']","['cereal', 'toothpaste', 'butter', 'coffee', 'tomatoes']","['butter', 'cereal', 'coffee', 'tomatoes', 'toothpaste']",butter; cereal; coffee; tomatoes; toothpaste
165,Suzanne Smith,2025-10-08,"Bread,Salt","['Bread', 'Salt']","['bread', 'salt']","['bread', 'salt']",bread; salt
166,Matthew Davis,2025-02-22,"Shampoo,Salt","['Shampoo', 'Salt']","['shampoo', 'salt']","['salt', 'shampoo']",salt; shampoo
167,Marilyn Castaneda,2024-12-17,"Toothpaste,Soap,Tomatoes,Grapes,Apples","['Toothpaste', 'Soap', 'Tomatoes', 'Grapes', 'Apples']","['toothpaste', 'soap', 'tomatoes', 'grapes', 'apples']","['apples', 'grapes', 'soap', 'tomatoes', 'toothpaste']",apples; grapes; soap; tomatoes; toothpaste
168,Jacob Miller,2025-03-17,"Apples,Potatoes,Flour","['Apples', 'Potatoes', 'Flour']","['apples', 'potatoes', 'flour']","['apples', 'flour', 'potatoes']",apples; flour; potatoes
169,Amy Wilson,2025-05-25,"Grapes,Carrots,Rice","['Grapes', 'Carrots', 'Rice']","['grapes', 'carrots', 'rice']","['carrots', 'grapes', 'rice']",carrots; grapes; rice
170,Kristin Hall,2025-06-07,"Yogurt,Butter,Cheese,Eggs","['Yogurt', 'Butter', 'Cheese', 'Eggs']","['yogurt', 'butter', 'cheese', 'eggs']","['butter', 'cheese', 'eggs', 'yogurt']",butter; cheese; eggs; yogurt
171,Betty White,2025-02-26,"Tea,Cheese,Beef,Salt,Flour,Bread","['Tea', 'Cheese', 'Beef', 'Salt', 'Flour', 'Bread']","['tea', 'cheese', 'beef', 'salt', 'flour', 'bread']","['beef', 'bread', 'cheese', 'flour', 'salt', 'tea']",beef; bread; cheese; flour; salt; tea
172,Tracy Reed,2025-03-30,"Chicken,Carrots,Sugar,Oil,Rice,Tea,Fish","['Chicken', 'Carrots', 'Sugar', 'Oil', 'Rice', 'Tea', 'Fish']","['chicken', 'carrots', 'sugar', 'oil', 'rice', 'tea', 'fish']","['carrots', 'chicken', 'fish', 'oil', 'rice', 'sugar', 'tea']",carrots; chicken; fish; oil; rice; sugar; tea
173,Joseph Campbell,2025-10-23,"Toothpaste,Tomatoes,Bread,Oranges,Tea","['Toothpaste', 'Tomatoes', 'Bread', 'Oranges', 'Tea']","['toothpaste', 'tomatoes', 'bread', 'oranges', 'tea']","['bread', 'oranges', 'tea', 'tomatoes', 'toothpaste']",bread; oranges; tea; tomatoes; toothpaste
174,Christopher Ray,2025-09-24,"Carrots,Tea","['Carrots', 'Tea']","['carrots', 'tea']","['carrots', 'tea']",carrots; tea
175,David Wiley,2025-05-17,"Oranges,Apples,Salt,Shampoo,Eggs,Fish,Rice","['Oranges', 'Apples', 'Salt', 'Shampoo', 'Eggs', 'Fish', 'Rice']","['oranges', 'apples', 'salt', 'shampoo', 'eggs', 'fish', 'rice']","['apples', 'eggs', 'fish', 'oranges', 'rice', 'salt', 'shampoo']",apples; eggs; fish; oranges; rice; salt; shampoo
176,Amy Douglas,2025-08-30,"Tea,Oranges,Bananas","['Tea', 'Oranges', 'Bananas']","['tea', 'oranges', 'bananas']","['bananas', 'oranges', 'tea']",bananas; oranges; tea
177,Brian Esparza,2025-07-01,"Milk,Soap,Oranges,Tea,Salt","['Milk', 'Soap', 'Oranges', 'Tea', 'Salt']","['milk', 'soap', 'oranges', 'tea', 'salt']","['milk', 'oranges', 'salt', 'soap', 'tea']",milk; oranges; salt; soap; tea
178,Kathy Warner,2025-04-14,"Eggs,Salt,Pasta,Oil","['Eggs', 'Salt', 'Pasta', 'Oil']","['eggs', 'salt', 'pasta', 'oil']","['eggs', 'oil', 'pasta', 'salt']",eggs; oil; pasta; salt
179,Anna Edwards,2025-06-26,"Bananas,Butter,Toothpaste,Grapes,Tea,Apples","['Bananas', 'Butter', 'Toothpaste', 'Grapes', 'Tea', 'Apples']","['bananas', 'butter', 'toothpaste', 'grapes', 'tea', 'apples']","['apples', 'bananas', 'butter', 'grapes', 'tea', 'toothpaste']",apples; bananas; butter; grapes; tea; toothpaste
180,Carrie Ellis,2025-03-18,"Oranges,Shampoo,Onions,Coffee,Bread,Fish,Potatoes","['Oranges', 'Shampoo', 'Onions', 'Coffee', 'Bread', 'Fish', 'Potatoes']","['oranges', 'shampoo', 'onions', 'coffee', 'bread', 'fish', 'potatoes']","['bread', 'coffee', 'fish', 'onions', 'oranges', 'potatoes', 'shampoo']",bread; coffee; fish; onions; oranges; potatoes; shampoo
181,Eileen Reilly,2025-05-17,"Flour,Grapes,Beef,Chicken,Tomatoes,Fish,Eggs","['Flour', 'Grapes', 'Beef', 'Chicken', 'Tomatoes', 'Fish', 'Eggs']","['flour', 'grapes', 'beef', 'chicken', 'tomatoes', 'fish', 'eggs']","['beef', 'chicken', 'eggs', 'fish', 'flour', 'grapes', 'tomatoes']",beef; chicken; eggs; fish; flour; grapes; tomatoes
182,Michael Garcia,2025-01-28,"Fish,Oranges,Flour,Bananas,Salt,Eggs,Bread","['Fish', 'Oranges', 'Flour', 'Bananas', 'Salt', 'Eggs', 'Bread']","['fish', 'oranges', 'flour', 'bananas', 'salt', 'eggs', 'bread']","['bananas', 'bread', 'eggs', 'fish', 'flour', 'oranges', 'salt']",bananas; bread; eggs; fish; flour; oranges; salt
183,Jessica Garrett,2025-09-21,"Rice,Potatoes","['Rice', 'Potatoes']","['rice', 'potatoes']","['potatoes', 'rice']",potatoes; rice
184,William Brown,2025-05-31,"Potatoes,Fish","['Potatoes', 'Fish']","['potatoes', 'fish']","['fish', 'potatoes']",fish; potatoes
185,Peter Ibarra,2025-05-09,"Cereal,Carrots,Shampoo,Oil","['Cereal', 'Carrots', 'Shampoo', 'Oil']","['cereal', 'carrots', 'shampoo', 'oil']","['carrots', 'cereal', 'oil', 'shampoo']",carrots; cereal; oil; shampoo
186,Mary Bell,2025-02-08,"Shampoo,Beef,Eggs,Flour,Potatoes","['Shampoo', 'Beef', 'Eggs', 'Flour', 'Potatoes']","['shampoo', 'beef', 'eggs', 'flour', 'potatoes']","['beef', 'eggs', 'flour', 'potatoes', 'shampoo']",beef; eggs; flour; potatoes; shampoo
187,Jackie Browning,2025-10-24,"Tea,Carrots,Pasta,Salt,Yogurt,Rice","['Tea', 'Carrots', 'Pasta', 'Salt', 'Yogurt', 'Rice']","['tea', 'carrots', 'pasta', 'salt', 'yogurt', 'rice']","['carrots', 'pasta', 'rice', 'salt', 'tea', 'yogurt']",carrots; pasta; rice; salt; tea; yogurt
188,Timothy Thompson,2025-02-06,"Apples,Pasta,Oil,Salt","['Apples', 'Pasta', 'Oil', 'Salt']","['apples', 'pasta', 'oil', 'salt']","['apples', 'oil', 'pasta', 'salt']",apples; oil; pasta; salt
189,Sarah Moore,2024-12-15,"Oranges,Oil,Beef,Toothpaste,Grapes,Milk","['Oranges', 'Oil', 'Beef', 'Toothpaste', 'Grapes', 'Milk']","['oranges', 'oil', 'beef', 'toothpaste', 'grapes', 'milk']","['beef', 'grapes', 'milk', 'oil', 'oranges', 'toothpaste']",beef; grapes; milk; oil; oranges; toothpaste
190,Karen Johnson,2025-04-07,"Yogurt,Beef,Tomatoes,Carrots,Juice,Chicken","['Yogurt', 'Beef', 'Tomatoes', 'Carrots', 'Juice', 'Chicken']","['yogurt', 'beef', 'tomatoes', 'carrots', 'juice', 'chicken']","['beef', 'carrots', 'chicken', 'juice', 'tomatoes', 'yogurt']",beef; carrots; chicken; juice; tomatoes; yogurt
191,Richard Walker,2025-01-22,"Shampoo,Grapes,Tomatoes,Apples,Milk,Beef","['Shampoo', 'Grapes', 'Tomatoes', 'Apples', 'Milk', 'Beef']","['shampoo', 'grapes', 'tomatoes', 'apples', 'milk', 'beef']","['apples', 'beef', 'grapes', 'milk', 'shampoo', 'tomatoes']",apples; beef; grapes; milk; shampoo; tomatoes
192,Richard Serrano,2025-11-17,"Toothpaste,Salt,Butter,Carrots","['Toothpaste', 'Salt', 'Butter', 'Carrots']","['toothpaste', 'salt', 'butter', 'carrots']","['butter', 'carrots', 'salt', 'toothpaste']",butter; carrots; salt; toothpaste
193,Jennifer Rocha,2024-12-28,"Sugar,Bread,Oranges","['Sugar', 'Bread', 'Oranges']","['sugar', 'bread', 'oranges']","['bread', 'oranges', 'sugar']",bread; oranges; sugar
194,Patrick Barnett,2025-01-25,"Toothpaste,Coffee,Grapes","['Toothpaste', 'Coffee', 'Grapes']","['toothpaste', 'coffee', 'grapes']","['coffee', 'grapes', 'toothpaste']",coffee; grapes; toothpaste
195,Jonathan Davis,2025-08-15,"Sugar,Chicken,Pasta,Juice","['Sugar', 'Chicken', 'Pasta', 'Juice']","['sugar', 'chicken', 'pasta', 'juice']","['chicken', 'juice', 'pasta', 'sugar']",chicken; juice; pasta; sugar
196,Misty Christensen,2025-05-09,"Flour,Potatoes,Soap,Oranges","['Flour', 'Potatoes', 'Soap', 'Oranges']","['flour', 'potatoes', 'soap', 'oranges']","['flour', 'oranges', 'potatoes', 'soap']",flour; oranges; potatoes; soap
197,Erin Dean,2025-03-05,"Onions,Chicken,Apples,Oranges,Cereal","['Onions', 'Chicken', 'Apples', 'Oranges', 'Cereal']","['onions', 'chicken', 'apples', 'oranges', 'cereal']","['apples', 'cereal', 'chicken', 'onions', 'oranges']",apples; cereal; chicken; onions; oranges
198,Laura Anderson,2025-02-05,"Cereal,Shampoo,Salt,Toothpaste,Sugar,Cheese,Bananas","['Cereal', 'Shampoo', 'Salt', 'Toothpaste', 'Sugar', 'Cheese', 'Bananas']","['cereal', 'shampoo', 'salt', 'toothpaste', 'sugar', 'cheese', 'bananas']","['bananas', 'cereal', 'cheese', 'salt', 'shampoo', 'sugar', 'toothpaste']",bananas; cereal; cheese; salt; shampoo; sugar; toothpaste
